"25.    ДАННЫЕ ОБ ИСПЫТАНИЯХ"     
"АТ-2 ф.C" 29.10.2019 P02910213344 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003514
"АТ-2 ф.B" 26.12.2019 P02910213343 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/004073
"АТ-2 ф.C" 26.12.2019 P02910213344 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/004074
"АТ-2 ф.A" 26.12.2019 P02910213186 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/004087
"ТТ-500кВ 2 СШ Конаково-Б.Раст ф.А" 12.08.2020 V02910006560 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-20/ФХА_МЭ/004053
"АТ-2 ф.A" 14.10.2019 P02910213186 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-19/ФХА_МЭ/003383
"ТТ-500кВ 2 СШ Конаково-Б.Раст ф.А" 09.04.2020 V02910006088 "ФИЗИКО-ХИМИЧЕСКОГО АНАЛИЗА ТРАНСФОРМАТОРНОГО МАСЛА"  0291-20/ФХА_МЭ/000919
"АТ-1 ф.A" 01.03.2019 P02910211376 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003684
"РПН встр. во ввод СН-500 кВ АТ-1 ф.А" 01.03.2019 P02910211376 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003684
"АТ-1 ф.B" 01.03.2019 P02910211546 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003685
"РПН встр. во ввод СН-500 кВ АТ-1 ф.В" 01.03.2019 P02910211546 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003685
"АТ-2 ф.A" 01.03.2019 P02910213186 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003687
"РПН встр. во ввод СН-500 кВ АТ-2 ф.А" 01.03.2019 P02910213186 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003687
"АТ-2 ф.B" 01.03.2019 P02910213343 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003688
"РПН встр. во ввод СН-500 кВ АТ-2 ф.В" 01.03.2019 P02910213343 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003688
