"25.    ДАННЫЕ ОБ ИСПЫТАНИЯХ"     
"АТ-3 (ст.)" 23.04.2018 P02910182088 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ/000131
"АТ-1 (ст.)" 29.05.2019 P02910209174 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/001319
"РПН в ст. СН-110 кВ АТ-3" 26.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000306
"Ввод СН 110 ф.А" 26.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000306
"Ввод СН 110 ф.В" 26.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000306
"АТ-3 (ст.)" 26.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000306
"АТ-4 (ст.)" 26.04.2018 P02910181362 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000307
"Ввод ВН 500 ф.А" 26.04.2018 P02910181362 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000307
"Ввод ВН 500 ф.С" 26.04.2018 P02910181362 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000307
"Ввод СН 110 ф.А" 26.04.2018 P02910181362 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000307
"Ввод СН 110 ф.В" 26.04.2018 P02910181362 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000307
"Ввод СН 110 ф.С" 26.04.2018 P02910181362 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000307
"АТ-3 (ст.)" 24.04.2018 P02910182088 "ИСПЫТАНИЙ СИЛОВОГО ТРЁХОБМОТОЧНОГО ТРЕХФАЗНОГО АВТОТРАНСФОРМАТОРА"  0291-18/Т_АТ3/000385
"Ввод СН 110 ф.В" 24.04.2018 P02910182088 "ИСПЫТАНИЙ ВЫСОКОВОЛЬТНЫХ ВВОДОВ С RIP ИЗОЛЯЦИЕЙ"  0291-18/ВТИ/000407
